Range Longitude,Mean Error (meters),Median Error (meters),R2 Score
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
50,217.57412776189238,13.430500000000002,0.994953944008232
